"schema","uuid","id","title","abstract","category","metadatacreationdate","date-publication","keyword","keyword-geonetwork.thesaurus.external.place.regions","contact-originator","geoBox","LegalConstraints","link","format","image","contact-pointOfContact","date-creation","date-revision","contact-resourceProvider","keyword-1","keyword-2","keyword-3","contact-principalInvestigator","contact-custodian","contact-owner","contact-publisher","contact-distributor","keyword-4","keyword-5","keyword-6","keyword-7","contact-author","contact-"
"iso19139","29b81436-8b85-4854-b27f-9530fe93d889","30518","Suitability weight per crop - ClimAfrica WP4","The suitability analysis allowed identifying a suitability weight to each crop, based on the climate conditions (ClimAfrica) outputs as well as on the soil quality. Both climate and soil classes have been combined in order to produce one suitability map for each crop and each 30-year period (historical, current, and the 3 future periods). This dataset has been produced in the framework of the “Climate change predictions in Sub-Saharan Africa: impacts and adaptations (ClimAfrica)” project, Work Package 4 (WP4). More information on ClimAfrica project is provided in the Supplemental Information section of this metadata.","dataset","2023-01-24T08:52:13","","suitability weight###crop###wheat###barley###rye###rice###maize###millet###sorghum###pulses###sugarbeet###potatoes###manioc###soybeans###common bean###cowpea###WP4###ClimAfrica###Tag_climafrica###Africa","","FAO-UN/ Christelle.Vancutsem@fao.org","-17.30###51.10###-34.60###38.20","copyright","https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_TecoCUR05.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_TecoFUT15..zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_TecoFUT25.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_TecoFUT35.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_TecoHIS95.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Tepu1CUR05.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Tepu1FUT15.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Tepu1FUT25.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Tepu1FUT35.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Tepu1HIS95.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Tepu2CUR05.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Tepu2FUT15.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Tepu2FUT25.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Tepu2FUT35.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Tepu2HIS95.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_TesbCUR05.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_TesbFUT15.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_TesbFUT25.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_TesbFUT35.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_TesbHIS95.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Teso1CUR05.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Teso1FUT15.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Teso1FUT25.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Teso1FUT35.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Teso1HIS95.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Teso2CUR05.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Teso2FUT15.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Teso2FUT25.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Teso2FUT35.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Teso2HIS95.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_TewwCUR05.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_TewwFUT15.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_TewwFUT25.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_TewwFUT35.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_TewwHIS95.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_TrmaCUR05.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_TrmaFUT15.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_TrmaFUT25.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_TrmaFUT35.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_TrmaHIS95.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Trmi1CUR05.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Trmi1FUT15.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Trmi1FUT25.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Trmi1FUT35.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Trmi1HIS95.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Trmi2CUR05.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Trmi2FUT15.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Trmi2FUT25.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Trmi2FUT35.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Trmi2HIS95.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Trri1CUR05.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Trri1FUT15.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Trri1FUT25.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Trri1FUT35.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Trri1HIS95.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Trri2CUR05.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Trri2FUT15.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Trri2FUT25.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Trri2FUT35.zip###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/resources/ClimAf_1_1981_2050_Suitweight_Trri2HIS95.zip###https://www.fao.org/3/i7040e/i7040e.pdf###https://www.cmcc.it/projects/climafrica-climate-change-predictions-in-sub-saharian-africa-impacts-and-adaptations","GeoTIFF","https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/thumbnail/suitability_soilclim_teco_HIS95_s.gif###https://storage.googleapis.com/fao-maps-catalog-data/uuid/29b81436-8b85-4854-b27f-9530fe93d889/large_thumbnail/ClimAfr_1_Suitability_soilclim_teco_HIS95.png","","2013-10-01T17:22:00","","","","","","","","","","","","","","","",""
"iso19139","a8a2be3f-0420-4b32-b583-17de83879713","49101","ASIS: Vegetation Condition Index (VCI) - Monthly Summary (Global - Monthly - 1 Km)","The Vegetation Condition Index (VCI) evaluates the current vegetation health in comparison to the historical trends. The VCI relates current dekadal Normalized Difference Vegetation Index (NDVI) to its long-term minimum and maximum, normalized by the historical range of NDVI values for the same dekad. The VCI was designed to separate the weather-related component of the NDVI from the ecological element. 𝑉𝐶𝐼𝑖=(𝑁𝐷𝑉𝐼𝑖−𝑁𝐷𝑉𝐼𝑚𝑖𝑛) / (𝑁𝐷𝑉𝐼𝑚𝑎𝑥−𝑁𝐷𝑉𝐼𝑚𝑖𝑛) Together with Temperature Condition Index (TCI), Vegetation Condition Index (VCI) is used to calculate Vegetation Health Index (VHI) using formula: VHI=0.5*VCI+0.5*TCI In ASIS, VCI is computed in two modality: dekadal and monthly. The dekadal/monthly VCI raster layer published in Hand in Hand Geospatial platform is further updated in the following 5 dekads (improve data precision, remove cloud pixel etc.). Flags of raster file: 251=missing, 252=cloud, 253=snow, 254=sea, 255=background More information, please visit FAO GIEWS Earth Observation website: https://www.fao.org/giews/earthobservation/index.jsp?lang=en Recommended citation: © FAO - Agricultural Stress Index System (ASIS), http://www.fao.org/giews/earthobservation/, [Date accessed]","dataset","2022-10-27T13:18:39","","Agricultural Drought###Crop growing condition###Early Warning System###Vegetatation Index###HiH_ASIS###HiH_GIEWS_OB###Countries###Continents###Global","Continents","FAO/ giews1@fao.org","-180.004464###179.995536###-56.0044643###75.0044643","license###Data license policy: Creative Commons Attribution- NonCommercial-ShareAlike 3.0 IGO (CC BY-NC- SA 3.0 IGO)","http://www.fao.org/giews/earthobservation/asis/index_2.jsp?type=21#vci###https://io.apps.fao.org/geoserver/wms/ASIS/VCI_M/v2?service=WMS&version=1.3.0&request=GetCapabilities","Tiff","https://data.apps.fao.org:/map/catalog/srv/api/records/a8a2be3f-0420-4b32-b583-17de83879713/attachments/vci_m.png","","2014","","","","","","","","","","","","","","","",""
"iso19139","09bcea09-c3c8-40af-b428-02bbbb2bcc50","30508","Simulated weather data at high resolution for West-Africa 2000-2009 - ClimAfrica WP2","The whole set of simulated data contains over 400 Gb (hourly data for 10 years) after conversion to ASCII format. Warning: These \"data\" are not based on reanalysis of observations, but just on modeling with initial and boundary conditions from CMCC-CPS output. The high resolution modeling is an experiment. Especially the calculated precipitation may have systematic deviations from the observations. The purpose of these synthetic data is to test the merit or lack of merit of high-resolution modeling. The model grid is not aligned with latitude and longitude, so interpolation of the data may be necessary. The output is stored in separate files for each grid. Data content: 1.Temperature at 20 m (°C); 2. Specific humidity at 20 m (g/kg); 3. Wind speed at 20 m; 4. Wind direction at 20 m; 5. Short wave radiation (W/m2); 6. Sensible heat flux (W/m2); 7. Latent heat flux (W/m2, can be converted directly to evaporation in mm/h); 8. Cumulated precipitation (mm); Data storage: presently the data are stored in binary files. For each month there are 4 files: one file per ½ calender month - grid - combination. After conversion to text format, the size is about 2.5 Mb (outer grid) or almost 2 Mb (inner grid) for each simulated hour. The size of the whole set converted to ASCII is over 400 Gb. The simulated weather data or data-excerpts can be made available on demand only. Please contact Antoon Meesters at a.g.c.a.meesters@vu.nl to place your request. This data model has been produced in the framework of the \"Climate change predictions in Sub-Saharan Africa: impacts and adaptations (ClimAfrica)\" project, Work Package 2 (WP2). More information on ClimAfrica project is provided in the Supplemental Information section of this metadata.","dataset","2023-01-25T09:33:22","2014-06-01","weather###high-resolution modeling###climate prediction models###FAO###CMCC###WP2###ClimAfrica###Tag_climafrica###Africa###Western Africa","","VU University Amsterdam/ a.g.c.a.meesters@vu.nl","-17.30###51.10###-34.60###38.20","copyright","https://www.fao.org/3/i7040e/i7040e.pdf###https://www.cmcc.it/projects/climafrica-climate-change-predictions-in-sub-saharian-africa-impacts-and-adaptations","ASCII format","https://storage.googleapis.com/fao-maps-catalog-data/uuid/09bcea09-c3c8-40af-b428-02bbbb2bcc50/thumbnail/simulated_weather_data_s.png###https://storage.googleapis.com/fao-maps-catalog-data/uuid/09bcea09-c3c8-40af-b428-02bbbb2bcc50/large_thumbnail/simulated_weather_data.PNG","","","","","","","","","","","","","","","","","",""
"iso19139","084211f1-d761-4657-80aa-a9a503194c79","52129","Digital Elevation Model (K3, Karnataka, India)","Digital elevation model (DEM) of the Ghataprabha (K3) sub-basin.The data is obtained from HydroSHED (https://hydrosheds.org).","dataset","2022-07-19T08:21:05","2020-01-01","DEM###Water Accounting###ADB###Ghataprabha sub-basin###K3 sub-basin###Krishna river basin###Karnataka###India","","","64.0459###91.7382###4.7345###37.0255","copyright","https://data.apps.fao.org/map/gsrv/gsrv1/adb/wms","netCDF","","","","","Earth Resources Observation and Science (EROS)/","","","","","","","","","","","","","",""
"iso19139","6caa2183-090d-487a-8636-124f065a7818","30475","Correlation coefficients between yield and other factors for maize (1981-2050) - ClimAfrica WP4","The correlation coefficients between yield and other factors have been computed at the zone level for the period 1981-2050 and classified in 5 classes. These correlations allow identifying the causes of a negative or positive impact of climate on maize's yield. This data set has been produced in the framework of the “Climate change predictions in Sub-Saharan Africa: impacts and adaptations (ClimAfrica)” project, Work Package 4 (WP4). More information on ClimAfrica project is provided in the Supplemental Information section of this metadata.","dataset","2023-01-31T08:19:22","","yield###temperature###precipitation###evapotranspiration###Aridity Index###Length growing seasons###soil water content###total carbon###Water Use Efficiency###Water Requirement Satisfaction Index###runoff###correlation###PET###AET###LGP###SWCN###WUE###WRSI###AI###WP4###ClimAfrica###Tag_climafrica###Africa","","FAO-UN/ Christelle.Vancutsem@fao.org","-17.30###51.10###-34.60###38.20","copyright","https://www.fao.org/3/i7040e/i7040e.pdf###https://www.cmcc.it/projects/climafrica-climate-change-predictions-in-sub-saharian-africa-impacts-and-adaptations###https://storage.googleapis.com/fao-maps-catalog-data/uuid/6caa2183-090d-487a-8636-124f065a7818/resources/Cor_Yieldsea_lpjm_B1_teco_rf_new.zip","GeoTIFF","https://storage.googleapis.com/fao-maps-catalog-data/uuid/6caa2183-090d-487a-8636-124f065a7818/thumbnail/lpjm_b1_Teco_rf_yield_vs_tmax_s.png###https://storage.googleapis.com/fao-maps-catalog-data/uuid/6caa2183-090d-487a-8636-124f065a7818/large_thumbnail/lpjm_b1_Teco_rf_yield_vs_tmax.png","","2013-10-01T17:22:00","","","","","","","","","","","","","","","",""
"iso19139","9499c8f1-dc99-421b-a5f2-dd73072b25d1","37724","RICCAR, MENA Region - Vulnerability Assessment Output - People: Human Health Conditions due to Heat Stress (Reference Period)","Part of the Integrated Vulnerability Assessment in the Arab Region, this 1km pixel resolution raster dataset provides a representation of Vulnerability for People:Human Health Conditions due to Heat Stress sub-sector, in the Middle East and North Africa Region, 1986-2005 reference period. Pixel values were classified according to level of vulnerability, from low 1 to high 10. Vulnerability is a concept used to express the complex interaction of climate change effects and the susceptibility of a system to its impacts. The integrated vulnerability assessment methodology is based on an understanding of vulnerability as a function of a system’s climate change exposure, sensitivity and adaptive capacity to cope with climate change effects, consistent with the approach put forward by the Intergovernmental Panel on Climate Change (IPCC) in its Fourth Assessment Report (AR4). It adopts the time periods generally used by the IPCC and other regional climate modelling experiments and runs climate simulations based on future time periods that are compared with a historical reference period.","dataset","2019-08-23T09:48:49","2019-08-21","Vulnerability###RICCAR###Climate change###MENA - Middle East North Africa###Arab Region","","/","-17.10153###59.81934201###-1.65820333###37.38370795","copyright###otherRestictions###","https://rkh.apps.fao.org/catalog/3/VRP###https://io.apps.fao.org/geoserver/wms","GeoTIFF","https://storage.googleapis.com/fao-maps-catalog-data/uuid/9499c8f1-dc99-421b-a5f2-dd73072b25d1/thumbnail/v_rp.png","","","","","","","","","","","","","","","","","",""
"iso19139","a22bb4c3-780b-4cb2-ad61-12fb233ef4a4","63020","Drought hazard with low emissions scenario - near term (2021-2040)","Drought: areas where the change in the Standardized Precipitation Index (SPI) is below -20%. The long-term change in annual drought is calculated over a 20 year time period, from 2021 to 2040 (near term), with RCP 2.6 low emission scenario. Source: WCRP CORDEX - CMIP6/CORDEX (https://cordex.org/experiment-guidelines/cordex-cmip6/)","dataset","2022-02-11T14:09:19","2022-01-26","drought###climate hazards###weather###Climate risk indicators###World","","","-180.00###180.00###-90.00###90.00","copyright###license###","https://io.apps.fao.org/geoserver/wms/CRTB/HAZ_FI/v1?service=WMS&version=1.3.0&request=GetCapabilities","NetCDF 4","https://data.apps.fao.org:/map/catalog/srv/api/records/a22bb4c3-780b-4cb2-ad61-12fb233ef4a4/attachments/thumbnail5669875967675576976.png","","","","World Climate Research Programme/ datasupport@cordex.org","","","","","","","","","","","","","",""
"iso19139","0d371e6a-1382-4e67-9163-d310638d0851","52245","Actual Evapotranspiration (Canal 15, Cambodia - Seasonal - 30m)","Actual EvapoTranspiration for the Canal 15 irrigation scheme command area identified by the ADB project in the Takeo Province of Cambodia. The Actual Evapotranspiration is estimated from remote sensing energy balance model (SEBAL) on Landsat 8 OLI and meteo data, aggregated over irrigation seasons (December to April) 2017, 2018 and 2019.","dataset","2022-08-23T13:18:55","2020","Actual evapotranspiration###ETa###Consumptive use###Irrigation###Water use###Main growing season 2017###Main growing season 2018###Main growing season 2019###Water Productivity###ADB###Seasonal###Canal 15###Takeo###Cambodia","","IWMI-HQs/ k.matheswaran@cgiar.org","102.31###107.61###10.416###14.705","copyright","https://io.apps.fao.org/geoserver/wms/WATER/KHM_C15_AET_S/v2?service=WMS&version=1.3.0&request=GetCapabilities","GeoTIFF","","","","","","","","","","","","","","","","","","",""
"iso19139","15773cf4-28bf-4121-8cc8-91c564ff1f0c","37594","RICCAR, MENA Region - Vulnerability Assessment - Sensitivity - Natural: Land Use - Land Cover","Part of the Integrated Vulnerability Assessment in the Arab Region, this 1km pixel resolution raster dataset provides a representation of Sensitivity to climate change impact for the Natural dimension indicator – Land Use - Land Cover - in the Middle East and North Africa Region. Vulnerability is a concept used to express the complex interaction of climate change effects and the susceptibility of a system to its impacts. The integrated vulnerability assessment methodology is based on an understanding of vulnerability as a function of a system’s climate change exposure, sensitivity and adaptive capacity to cope with climate change effects, consistent with the approach put forward by the Intergovernmental Panel on Climate Change (IPCC) in its Fourth Assessment Report (AR4). Within this conceptual framework, Sensitivity provides information about the status quo of the physical and natural environment that makes the affected systems particularly susceptible to climate change. Sensitivity indicators were clustered into three dimensions: population, natural, and manmade. Within the vulnerability assessment methodology, it is assumed the indicators retain the same values for reference period and future periods. A class value of 1 was assigned to represent a favorable condition (low sensitivity) while a class value of 10 designates an unfavorable condition.","dataset","2019-11-12T09:40:06","2019-08-14","Vulnerability###Sensitivity###RICCAR###Climate change###Land Cover###MENA - Middle East North Africa###Arab Region","","/","-17.10153###59.83180333###-1.6352942###37.38137246","copyright###otherRestictions###","https://rkh.apps.fao.org/catalog/3/PISNAT###https://io.apps.fao.org/geoserver/wms","GeoTIFF","https://storage.googleapis.com/fao-maps-catalog-data/uuid/15773cf4-28bf-4121-8cc8-91c564ff1f0c/thumbnail/pisnat.png","","","","","","","","","","","","","","","","","",""
"iso19139","fef0baa9-c840-4cbc-b2aa-32010dd3e556","37646","Annual Precipitation (RCM Ensemble for reference period)","RICCAR, MENA Region - PR - Annual Precipitation (RCM Ensemble for reference period) This raster dataset provides a representation of the Annual Precipitation (mm/month) in the Middle East and North Africa Region, for the reference period 1986-2005. The Regional Climate Model (RCM) ensemble adopts the time periods generally used by the Intergovernmental Panel for Climate Change (IPCC) and other regional climate modelling experiments. It runs climate simulations based on three future time periods that are compared with a historical reference period. The 50km pixel spatial resolution seasonal raster grids are available for Moderate and High representative concentration pathways (RCPs) RCP4.5/RCP8.5, climate change scenarios developed by IPCC for informing global and regional climate modelling work.","dataset","2019-12-01T10:08:12","2019-07-20","Climate###Climate change###Precipitation###RICCAR###MENA - Middle East North Africa###Arab Region","","/","-26.61999989###75.46001339###-6.81999993###45.10000682","copyright###otherRestictions###","https://rkh.apps.fao.org/catalog/RICCAR/1/RCM_PCPA_RP###https://io.apps.fao.org/gismgr/api/v1/RICCAR/RCM_PCPA_RP/wms?VERSION=1.1.1###http://www.riccar.org/","GeoTIFF","https://storage.googleapis.com/fao-maps-catalog-data/uuid/fef0baa9-c840-4cbc-b2aa-32010dd3e556/thumbnail/rcm_pcpa_rp.png","","","","","","","","","","","","","","","","","",""
"iso19139","f871ec50-88fd-11da-a88f-000d939bc5d8","19654","Monthly Average Agroclimatic Data and derived Growing Season Chatacteristics from Bangladeshi stations.","The images provide detailed rainfed crop calendar information for coastal areas in Bangladesh affected by the Tsunami, for the following stations: Cox's bazaar, Chittagong, Noakhali, Munshir hat.","dataset","2019-11-22T10:36:31","","crops###temperature###evapotranspiration###agromet###tsunami###Tag_climate###Bangladesh","","FAO-UN - ex-FAO Agrometeorology Group of Sustainable Development Department/","88.04387###92.66934###20.74482###26.62614","copyright###copyright###","https://storage.googleapis.com/fao-maps-catalog-data/uuid/f871ec50-88fd-11da-a88f-000d939bc5d8/resources/bgd.zip###http://www.fao.org/nr/climpag/pub/en0201_en.asp###","","https://data.apps.fao.org:/map/catalog/srv/api/records/f871ec50-88fd-11da-a88f-000d939bc5d8/attachments/###https://data.apps.fao.org:/map/catalog/srv/api/records/f871ec50-88fd-11da-a88f-000d939bc5d8/attachments/","FAO-UN - Climate and Environment Division (CBC)/ Hideki.Kanamaru@fao.org","2005","","","","","","","","","","","","","","","",""
"iso19139","adf213b6-fe09-4ef9-b2b9-d8bda4c7df7c","37682","RICCAR, MENA Region - Vulnerability Assessment Output - Sensitivity - Biodiversity and Ecosystems - Area Covered by Wetlands","Part of the Integrated Vulnerability Assessment in the Arab Region, this 1km pixel resolution raster dataset provides a representation of Sensitivity to climate change for impact sector:subsector – Biodiversity and Ecosystems - Area Covered by Wetlands - in the Middle East and North Africa Region. Vulnerability is a concept used to express the complex interaction of climate change effects and the susceptibility of a system to its impacts. The integrated vulnerability assessment methodology is based on an understanding of vulnerability as a function of a system’s climate change exposure, sensitivity and adaptive capacity to cope with climate change effects, consistent with the approach put forward by the Intergovernmental Panel on Climate Change (IPCC) in its Fourth Assessment Report (AR4). Within this conceptual framework, Sensitivity provides information about the status quo of the physical and natural environment that makes the affected systems particularly susceptible to climate change. The integrated vulnerability assessment combines a series of single vulnerability assessments for several water-related climate change impacts on different sectors. A class value of 1 was assigned to represent a favorable condition (low sensitivity) while a class value of 10 designates an unfavorable condition.","dataset","2019-11-12T09:37:47","2019-08-13","Vulnerability###RICCAR###Climate change###Water###MENA - Middle East North Africa###Arab Region","","/","-17.02862999###59.73803668###-1.62680625###37.28986042","copyright###otherRestictions###","https://rkh.apps.fao.org/catalog/3/SEN###https://io.apps.fao.org/geoserver/wms","GeoTIFF","https://storage.googleapis.com/fao-maps-catalog-data/uuid/adf213b6-fe09-4ef9-b2b9-d8bda4c7df7c/thumbnail/sen.png","","","","","","","","","","","","","","","","","",""
